image_id,product_id,category,image_path
53350,10006,Ebay_train.txt,data/raw/stanford_online_products/table_final/181593158389_1.JPG
53354,10006,Ebay_train.txt,data/raw/stanford_online_products/table_final/181593158389_5.JPG
57438,10006,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361239104055_7.JPG
57434,10006,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361239104055_3.JPG
57437,10006,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361239104055_6.JPG
57445,10007,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361243031159_5.JPG
57443,10007,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361243031159_3.JPG
53357,10007,Ebay_train.txt,data/raw/stanford_online_products/table_final/181593159155_0.JPG
57442,10007,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361243031159_2.JPG
57455,10008,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361245100090_8.JPG
57454,10008,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361245100090_7.JPG
53363,10008,Ebay_train.txt,data/raw/stanford_online_products/table_final/181594698397_0.JPG
57453,10008,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361245100090_6.JPG
53374,10009,Ebay_train.txt,data/raw/stanford_online_products/table_final/181595091778_7.JPG
53376,10009,Ebay_train.txt,data/raw/stanford_online_products/table_final/181595091778_9.JPG
53365,10009,Ebay_train.txt,data/raw/stanford_online_products/table_final/181595091778_0.JPG
57457,10009,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361245775807_0.JPG
53370,10009,Ebay_train.txt,data/raw/stanford_online_products/table_final/181595091778_3.JPG
7064,1001,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331564761051_0.JPG
6412,1001,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151763235198_0.JPG
7068,1001,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331564761051_4.JPG
7069,1001,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331564761051_5.JPG
57462,10010,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361288685710_3.JPG
53378,10010,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597022015_1.JPG
57460,10010,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361288685710_1.JPG
57466,10011,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361321801727_2.JPG
57468,10011,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361321801727_4.JPG
53381,10011,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597064613_0.JPG
57469,10011,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361321801727_5.JPG
53386,10011,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597064613_5.JPG
53389,10012,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597275970_1.JPG
53393,10012,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597275970_5.JPG
53388,10012,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597275970_0.JPG
53395,10013,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597354408_1.JPG
57475,10013,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361339856680_2.JPG
53394,10013,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597354408_0.JPG
53397,10014,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597393975_0.JPG
57483,10014,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361345124212_5.JPG
57481,10014,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361345124212_3.JPG
53398,10014,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597393975_1.JPG
53405,10014,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597393975_6.JPG
53402,10014,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597393975_3.JPG
53408,10014,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597393975_9.JPG
57489,10015,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361345589410_2.JPG
53409,10015,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597657205_0.JPG
57493,10015,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361345589410_6.JPG
57494,10015,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361345589410_7.JPG
57497,10016,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361354634073_2.JPG
57499,10016,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361354634073_4.JPG
53412,10016,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597853364_0.JPG
57500,10016,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361354634073_5.JPG
53417,10016,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597853364_5.JPG
53419,10017,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597873955_0.JPG
53420,10017,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597873955_1.JPG
53427,10017,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597873955_6.JPG
53424,10017,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597873955_3.JPG
53422,10017,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597873955_11.JPG
57503,10017,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361355279741_1.JPG
53431,10018,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597878703_0.JPG
53432,10018,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597878703_1.JPG
53439,10018,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597878703_8.JPG
53436,10018,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597878703_5.JPG
53434,10018,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597878703_3.JPG
57512,10018,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361357206344_4.JPG
53440,10019,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597937683_0.JPG
53441,10019,Ebay_train.txt,data/raw/stanford_online_products/table_final/181597937683_1.JPG
57517,10019,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361358197591_0.JPG
7070,1002,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331577878300_0.JPG
6417,1002,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151763270320_0.JPG
7074,1002,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331577878300_4.JPG
7075,1002,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331577878300_5.JPG
53454,10020,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598065887_7.JPG
53456,10020,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598065887_9.JPG
53445,10020,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598065887_0.JPG
57519,10020,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361358578270_0.JPG
53450,10020,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598065887_3.JPG
57525,10021,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361361178507_4.JPG
53458,10021,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598097995_1.JPG
57523,10021,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361361178507_2.JPG
53465,10022,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598156065_5.JPG
53460,10022,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598156065_0.JPG
57529,10022,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361362373314_2.JPG
57530,10022,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361362373314_3.JPG
57538,10023,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361362794743_7.JPG
57536,10023,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361362794743_5.JPG
53467,10023,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598492947_0.JPG
57535,10023,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361362794743_4.JPG
57547,10024,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363147521_7.JPG
57546,10024,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363147521_6.JPG
53471,10024,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598493175_0.JPG
57545,10024,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363147521_5.JPG
53474,10025,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598549705_0.JPG
53475,10025,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598549705_1.JPG
57552,10026,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363891312_1.JPG
53478,10026,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598672284_0.JPG
57556,10026,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363891312_5.JPG
57557,10026,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361363891312_6.JPG
57560,10027,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361364979699_2.JPG
53483,10027,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598744012_1.JPG
57558,10027,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361364979699_0.JPG
53488,10028,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598781667_1.JPG
57564,10028,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361366287255_2.JPG
57569,10029,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361366358000_4.JPG
57568,10029,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361366358000_3.JPG
53489,10029,Ebay_train.txt,data/raw/stanford_online_products/table_final/181598845736_0.JPG
57567,10029,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361366358000_2.JPG
7080,1003,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331595861850_4.JPG
6423,1003,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151763304152_1.JPG
7078,1003,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331595861850_2.JPG
53496,10030,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599034949_1.JPG
57572,10030,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361366963427_1.JPG
53495,10030,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599034949_0.JPG
57576,10031,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361367217786_1.JPG
53500,10031,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599076739_1.JPG
53504,10031,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599076739_5.JPG
57582,10032,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361368112057_4.JPG
53507,10032,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599179575_1.JPG
57580,10032,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/361368112057_2.JPG
53510,10033,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599202841_1.JPG
57585,10033,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371240425697_1.JPG
53509,10033,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599202841_0.JPG
53514,10034,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599528943_1.JPG
57590,10034,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371287691165_2.JPG
57591,10035,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371310485977_0.JPG
53516,10035,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599546192_1.JPG
53520,10035,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599546192_5.JPG
53522,10036,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599651527_0.JPG
53523,10036,Ebay_train.txt,data/raw/stanford_online_products/table_final/181599651527_1.JPG
57596,10036,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371320841613_3.JPG
57603,10037,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371325497796_5.JPG
53525,10037,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600269210_1.JPG
57600,10037,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371325497796_2.JPG
53527,10038,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600289787_0.JPG
53528,10038,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600289787_1.JPG
53532,10038,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600289787_5.JPG
57609,10038,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371331013654_4.JPG
57608,10038,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371331013654_3.JPG
53546,10039,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600405611_9.JPG
57612,10039,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371348042318_1.JPG
53537,10039,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600405611_0.JPG
57613,10039,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371348042318_2.JPG
53542,10039,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600405611_5.JPG
7088,1004,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331596148151_5.JPG
7090,1004,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331596148151_7.JPG
6425,1004,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151763358284_0.JPG
7091,1004,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331596148151_8.JPG
7084,1004,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331596148151_10.JPG
57618,10040,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371351391670_3.JPG
57617,10040,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371351391670_2.JPG
53547,10040,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600430261_0.JPG
57616,10040,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371351391670_1.JPG
53554,10041,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600440540_0.JPG
53555,10041,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600440540_1.JPG
57626,10042,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371380778580_2.JPG
57625,10042,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371380778580_1.JPG
53556,10042,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600584263_0.JPG
57624,10042,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371380778580_0.JPG
53565,10043,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600621761_1.JPG
57628,10043,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371392158632_0.JPG
53564,10043,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600621761_0.JPG
53569,10044,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600716544_0.JPG
57640,10044,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371402504672_7.JPG
57638,10044,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371402504672_5.JPG
53570,10044,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600716544_1.JPG
57631,10044,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371402504672_0.JPG
53574,10044,Ebay_train.txt,data/raw/stanford_online_products/table_final/181600716544_5.JPG
57648,10045,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371403136116_5.JPG
53578,10045,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601050193_1.JPG
57646,10045,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371403136116_3.JPG
57655,10046,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371404707463_5.JPG
57657,10046,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371404707463_7.JPG
53579,10046,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601152598_0.JPG
57658,10046,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371404707463_8.JPG
57651,10046,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371404707463_1.JPG
53588,10047,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601335260_5.JPG
53583,10047,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601335260_0.JPG
57661,10047,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371405248396_1.JPG
57662,10047,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371405248396_2.JPG
53591,10048,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601420195_0.JPG
53592,10048,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601420195_1.JPG
53599,10048,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601420195_6.JPG
53596,10048,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601420195_3.JPG
53594,10048,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601420195_11.JPG
57664,10048,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371406488484_1.JPG
57672,10049,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371406506049_3.JPG
53604,10049,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601421803_1.JPG
57670,10049,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371406506049_1.JPG
7099,1005,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331600393314_6.JPG
7097,1005,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331600393314_4.JPG
6428,1005,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151763709249_0.JPG
7096,1005,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331600393314_3.JPG
53608,10050,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601573167_1.JPG
57676,10050,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371408051398_2.JPG
57680,10051,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371408733243_3.JPG
53610,10051,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601575212_1.JPG
57677,10051,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371408733243_0.JPG
57690,10052,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409836528_8.JPG
57689,10052,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409836528_7.JPG
53614,10052,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601587189_0.JPG
57688,10052,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409836528_6.JPG
53621,10053,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601909216_5.JPG
53616,10053,Ebay_train.txt,data/raw/stanford_online_products/table_final/181601909216_0.JPG
57694,10053,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409923823_2.JPG
57695,10053,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409923823_3.JPG
57698,10054,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409990312_2.JPG
57697,10054,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409990312_1.JPG
53623,10054,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602075725_0.JPG
57696,10054,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371409990312_0.JPG
57705,10055,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371410904655_5.JPG
57704,10055,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371410904655_4.JPG
53631,10055,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602234599_0.JPG
57703,10055,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371410904655_3.JPG
53636,10056,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602243353_0.JPG
53637,10056,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602243353_1.JPG
57707,10056,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371412130594_0.JPG
53641,10056,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602243353_5.JPG
53639,10056,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602243353_3.JPG
57712,10056,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371412130594_5.JPG
57718,10057,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371413314486_1.JPG
53644,10057,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602414175_0.JPG
57722,10057,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371413314486_5.JPG
57723,10057,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371413314486_6.JPG
57727,10058,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371414082065_3.JPG
57729,10058,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371414082065_5.JPG
53648,10058,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602489198_0.JPG
57730,10058,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371414082065_6.JPG
53653,10058,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602489198_5.JPG
53663,10059,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602774038_8.JPG
57732,10059,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371414767494_0.JPG
53654,10059,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602774038_0.JPG
57733,10059,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/371414767494_1.JPG
53659,10059,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602774038_4.JPG
7106,1006,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331601205444_5.JPG
7104,1006,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331601205444_3.JPG
6433,1006,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151765260846_0.JPG
7103,1006,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331601205444_2.JPG
53665,10060,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602896086_0.JPG
53666,10060,Ebay_train.txt,data/raw/stanford_online_products/table_final/181602896086_1.JPG
57745,10061,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/380895117304_6.JPG
57744,10061,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/380895117304_5.JPG
53667,10061,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603104580_0.JPG
57743,10061,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/380895117304_4.JPG
53671,10062,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603114809_0.JPG
53672,10062,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603114809_1.JPG
57750,10062,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381045681482_3.JPG
53674,10063,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603128897_1.JPG
57754,10063,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381138791301_2.JPG
53675,10064,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603186248_0.JPG
53676,10064,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603186248_1.JPG
57755,10064,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381147489971_0.JPG
53680,10065,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603195622_0.JPG
53681,10065,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603195622_1.JPG
53688,10066,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603211013_5.JPG
53683,10066,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603211013_0.JPG
57760,10066,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381189198588_0.JPG
57761,10066,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381189198588_1.JPG
57765,10067,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381206484363_3.JPG
53693,10067,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603226922_1.JPG
57763,10067,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381206484363_1.JPG
57771,10068,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381210791795_4.JPG
53697,10068,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603282124_1.JPG
57768,10068,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381210791795_1.JPG
57777,10069,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381223437714_4.JPG
53701,10069,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603291386_1.JPG
57775,10069,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381223437714_2.JPG
7114,1007,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331602923356_6.JPG
7112,1007,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331602923356_4.JPG
6439,1007,Ebay_train.txt,data/raw/stanford_online_products/cabinet_final/151765340168_0.JPG
7111,1007,Ebay_info.txt,data/raw/stanford_online_products/bicycle_final/331602923356_3.JPG
57783,10070,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381264499156_4.JPG
53704,10070,Ebay_train.txt,data/raw/stanford_online_products/table_final/181603291675_1.JPG
57781,10070,Ebay_info.txt,data/raw/stanford_online_products/kettle_final/381264499156_2.JPG
